,id,count,hate_speech,offensive_language,neither,class,tweet
17200,17592,3,0,3,0,1,"RT @SarahR_82: I had these cute little pet names for my ex, like ass monkey, douchetard &amp; butterball. I just dont know where that re ..."
12893,13212,6,0,5,1,1,Money pussy &amp; freedom!&#128079;&#128588;&#128175;
8053,8278,3,1,2,0,1,Bitch shutcho got damn mouf hoe RT @HURRICANESENSEI: Mallett ain't gon help yo funky ass texans
17375,17770,3,0,3,0,1,"RT @SoulYodeler: Go ahead and mock me, one day I'll sell enough of this make-up to drive the pink Mary Kay Cadillac and we'll see who's gay&#8230;"
19247,19675,6,0,6,0,1,RT @imGONZOE: Im hooked on money.. The pussy and weed is just a bonus!
18218,18623,6,0,6,0,1,"RT @Zach_Dorsey: Give me three wishes

I wish, I wish, I wish, you would bitch"
22850,23329,3,0,3,0,1,Why are there so many hoes?
4859,5000,3,0,3,0,1,@Tcrawford20 he's trash
12769,13086,3,0,3,0,1,Marijuana turn good pussy great..
4612,4748,3,0,3,0,1,@SPIFFY_VUITTON You see the bitch with the fake leg that's bout to come on?? Lmao She kinda bad doe in the Pole
5366,5523,3,0,2,1,1,@_WORDtotheWISE you must have sent a bird call because I didn't get shit
8783,9027,3,0,3,0,1,Don't be mad cause yo bitch Choosin
11276,11564,3,0,3,0,1,"I'm glad that after telling me how much of a basic bitch I am, @GreekPharaoh also admitted to being basic. #truefriendsarebasictogether"
19970,20411,3,0,3,0,1,RT @saraschaefer1: Can you get eye cancer from reading too many Michael Douglas pussy-juice-throat-cancer jokes?
7744,7962,3,0,3,0,1,And just like me that bitch loaded.
14509,14857,3,1,2,0,1,RT @Broski5519: Sum of u bitches too old for braces....
10898,11180,3,0,3,0,1,I spy a couple thirsty hoes on insta.
23932,24429,6,1,5,0,1,hoes need to stay in hoes place fr
8185,8412,3,0,3,0,1,Bro I'm bored then a hoe rt
8380,8612,3,1,2,0,1,Cants da coloreds and da white folk gets along? We all be da same cept da colored men gots da bigga dicks
2630,2692,6,1,5,0,1,"@BlakkHoodie_562 always eatin good wit my niggah, and good lookin on the cd my boy got some heat now i can bump some bangers"
15068,15425,3,0,3,0,1,"RT @DrunkyStory: ""1st time eating pussy, I thought I was supposed to literally eat it so I ended up biting her clit really hard. We havent &#8230;"
13309,13637,3,1,2,0,1,Niggas ain't loyal gott bitches stiffer than you
20913,21364,3,0,3,0,1,Smokin on loud that will have yo ass panicking.... but wwn you show up all the hoes start vanishing!
15489,15853,3,0,3,0,1,"RT @HillbillieTY: ""@UFUCKIN_RIGHT: @HillbillieTY @KuntryTawk93 mannn.. we had hoes like that wen I was in school.. they all had babies!"" Da&#8230;"
2678,2741,3,0,3,0,1,@BrendanSchaub @TimTebow ugh your with Tebow? You're officially a fag now and in followed.
21722,22186,3,0,3,0,1,These bitches fake one min talking about a hoe next min bestfriends with the hoe
17577,17976,3,0,2,1,1,"RT @TbhMoose: a girl tweeted ""you might be ghetto if u bring food from outside into the movies""

no u might be stupid if u pay 4.99 for a b&#8230;"
2742,2810,6,1,5,0,1,@CallMeRenee_ &#128514;&#128514;&#128514;&#128553;&#9996;&#65039; my bad bitch im logged in on everybody shit
5426,5584,3,1,2,0,1,"@_tee13 @SoftestMuffin @TorahBlaze After you spread that filth of urs to that white dog, he &amp; the good ol boys were ltao on fuckin a monkey"
992,1014,6,0,6,0,1,&#128514;&#128514;&#128514;&#128514; @shoota1017 bitch was mad af https://t.co/9C4i4W7Q7D
20789,21239,3,0,3,0,1,"Shit that Seth says, ""It's fatter than my cunt."""
4824,4964,3,0,3,0,1,@THEdrewm3 bitch smd
1231,1258,3,0,3,0,1,&#8220;@DreamGirlsOnly: &#128525; http://t.co/w43KPs9Zp0&#8221; now this hoe bad
9090,9344,3,1,2,0,1,Fight me den hoe
17102,17492,3,0,3,0,1,"RT @RiddMcCoy: Where is everybody getting this ""fuck her right in the pussy"" sayin from?"
19068,19493,3,0,3,0,1,"RT @grindingdude: #13Hours of hell. Obama flat out lied to get reelected. #killery &lt;What diff does it make now? 

Karma, it's a bitch! http&#8230;"
15049,15406,3,0,3,0,1,RT @DreamChaser_100: New Orleans in that bitch .. Serious
550,559,3,0,3,0,1,"""She gotta shape up her pussy lips tho @PostPrettyPussy: Whole wheat organic pussy http://t.co/kq0R0A7z2g"""
5271,5426,3,0,3,0,1,@ZitlalyL You will and he's gonna get all dem bitches &#128513;
555,564,3,0,3,0,1,"""So he's a good football player...but he still acts like a nig"""
19091,19516,3,1,2,0,1,"RT @hiiighem143: ""@Ugh_Sickoe: &#8220;@TheUncurvable: If you ever had an abortion you got cemetery pussy&#8221; &#128128;"" omg lmao"
13006,13325,3,0,3,0,1,"My cat just rolled on me and said ""lets go run a game of 21, bitch"" http://t.co/6kjgd0z1x2"
18061,18465,3,0,3,0,1,RT @Whiteboyyx01: Behind that twinkle in your eyes I can see the bitch in you &#128064;&#128076;
203,205,3,0,3,0,1,"""@No_FAKINGG: People always asking me what I'm mixed with."" She a bad asian bitch lol"
4259,4385,3,1,2,0,1,@NehmeBazzi @DatBoyRayT that kids a fag
5968,6139,3,0,3,0,1,@finnj97 bitches
14776,15130,3,0,2,1,1,RT @CoryLafon: I just wanna b a side nigga to a thick pretty faced cuffed hoe that does coke bumps garbage underground rappers n shops at p&#8230;
13898,14237,3,0,2,1,1,Preach RT @POONsoaker: Ugly girls are the way to go man. Nobody got time for you pretty hoes
10636,10916,3,0,3,0,1,I know these hoes
16188,16558,3,0,3,0,1,RT @LiFEOf_AYUNgIN: That pussy is never yours it's just your turn remember that . &#128175;
19609,20045,3,0,2,1,1,RT @machinegunkelly: Tbt: I tried on French's outfit for the Freshman cover at that shoot high as fuck off weed brownies&#8230; http://t.co/HKiWy&#8230;
4329,4457,3,0,2,1,1,"@Of_Angelis yep, which is messier/more dangerous/more environmentally-unfriendly than their retarded new spouts. @innov82bgr8"
13221,13547,3,1,2,0,1,Never did like that bitch
10617,10897,3,0,3,0,1,I keep these hoes in check until they bounce
5971,6142,3,0,3,0,1,"@firemunky When did we become a nation of giant dripping whiny pussies, anyway?! MAKE THIS DUDE PRESIDENT! Of Iraq, even. He's the MAN!"
10008,10280,6,2,4,0,1,I already know Wilson gone hoe later on let me gone get my ammo
8697,8940,3,0,2,1,1,Dem niccas run plays too quick
8036,8261,3,0,3,0,1,Bitch I want my number back yo pussy mustard... oh yeah FUCK DAT BITCH TRUST ME! #DRO
7296,7504,3,0,3,0,1,@woahrach thanks bitch
21950,22417,3,0,3,0,1,This bitch compared dicks to pencils get sharpened ... Like don't as you sharpen a pencil it becomes more useful
17305,17700,3,0,3,0,1,RT @ShowMeATittie: LMAO bruh RT @BlazeTheGreat_: Oooooo let me find a shooting star so I could wish a bitch would http://t.co/9dqLU7dZrY
95,96,3,0,3,0,1,"""@CauseWereGuys: Going back to school sucks more dick than the hoes who attend it."""
8259,8488,3,0,3,0,1,But she is a hoe.? &#8212; idk about that http://t.co/eccFBqzlKZ
4946,5092,3,0,3,0,1,"@TheOneMiss_Luu i also like flip a bitch, which is gabbys. #QualityWords"
4743,4882,3,0,3,0,1,@StarStunnaTBGH facts &#128514; ... IDC Iont have no bitches so I'm good lol
22826,23305,3,0,3,0,1,Who's a thottie? Yous a thottie! Who's a thottie? Yous a thottie! Yes YOU BITCH! Womp womp. &#128514;&#128514;&#128514; Lord save these parched hoes
21774,22239,3,0,3,0,1,These hoes ain't shit I ain't tripping off a Thot... ion like conversation you gone let me fuck or not
23624,24118,3,0,3,0,1,bitch don't run to the neighbor he's dead too
419,425,3,0,3,0,1,"""A pussy a day keeps the devil away"" -@DoperThanYola"
6940,7135,3,1,2,0,1,@robfee What a #narcissistic cunt he is.
20508,20954,3,0,2,1,1,Red Sox fans bitch the loudest about right field. Their hitters exempt from hitting them out too? #Yankees #YankeeStadium
5028,5177,3,0,3,0,1,@Travis_bechtel bitches ain't shit but hoes and tricks #thuglife
6209,6387,3,0,3,0,1,"@jacqueline_2015 I don't care if it's a ""saying"" calling someone a bitch is still calling someone a name."
23300,23785,6,0,6,0,1,You ever have sex with a pharaoh. I put that pussy in a sarcophagus
19539,19973,3,0,3,0,1,"RT @lilduval: A bitch get 20,000 followers she's a boss and starting up a boutique. And wearing shades in public"
2935,3006,3,0,2,1,1,@DSwaggin6_ @_JustDavilaa @xaviee_21 @Quise4144 look at ur avi u fag
5745,5909,3,0,3,0,1,@classy_girls bruh u such a pussy just talk
17405,17802,3,0,3,0,1,"RT @Sqaud9Rell: she's a hoe, she's ugly, she's a bitch, she's this, she's that .. but you dated her? please, take a seat."
8870,9116,3,0,3,0,1,Dude I work with is so pussy.
18490,18899,6,0,6,0,1,"RT @_sheswatsPOPPIN: js met a lil bitch wit a long name mufucka had more letters den Tennessee, I go gorilla ina pussy, RIP&#128527;"
13689,14025,3,1,2,0,1,Only the strong survive and you niggas is bitches
21156,21613,3,0,3,0,1,Stfu hoe &#128079;&#128524;
4058,4179,3,0,3,0,1,@Maxwell_Larsen good bitch &#128527;
610,620,3,0,3,0,1,"""You got hella hoes"" http://t.co/ZN1A0gsTpc"
18028,18432,3,0,3,0,1,RT @Wavvvy__: Gucci Mane locked up rn and u want to talk about our relationship status rn bitch shut up we gotta free this nigga first
15967,16336,3,0,3,0,1,"RT @KayciMalynn: &#8220;@__0utcast___: Kayci and I greet each other by saying ""hey cunt"" like it makes me lol&#8221;

-The only person okay with me cal&#8230;"
16250,16622,3,1,2,0,1,RT @LivingLegend10: &#8220;@_herLIPStho: &#8220;@keepupwithle: She got the body of a faggot . http://t.co/XkyO6DrMsH&#8221; &#128553;&#128557;&#8221;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;
10869,11151,3,0,3,0,1,"I see bitches ain't been doing nun, but trotin &amp; thotin &#128514;"
22274,22745,3,0,3,0,1,Truth be told ...that's all my pussy &#128175;
13842,14181,3,0,3,0,1,"Pickup line ""Are you a cat lady? Because I love pussy too""

""NO WAIT I LITERALLY MEANT I LIKE CATS"""
17854,18256,3,1,2,0,1,RT @TroyMadden: Real niggas can handle anything.. including any bitch or any nigga
455,462,3,0,3,0,1,"""He a bitch for hitting that hoe"" &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;"
13856,14195,3,0,3,0,1,Play pussy and get fucked!
10220,10497,3,0,3,0,1,I don't know what hoe activities consist of bc I don't partake in them. Shit it's so many I damn near can't tweet without being a hoe
12823,13142,3,0,3,0,1,Mei Haruka is tied up and takes three cocks in her pussy and&#160;mouth http://t.co/jNcMCZEFSs
20972,21423,3,1,2,0,1,So niggas wanna be bitches and shit wearing flowers and shit smh y'all niggas gay!
18877,19295,3,1,2,0,1,RT @derekt529: See RT @Adolfhibsta: Your pussy &amp; personality gotta be trash if a nigga stopped talking to you after sex
18910,19329,4,0,4,0,1,"RT @dopealbanian: I do know one thing tho, bitches they come &amp; go."
24469,24976,3,1,2,0,1,stinky hoe
15798,16167,3,0,3,0,1,"RT @JeromeSantonio: I don't care how much I hate a girl, I'll never call her a hoe, bitch, slut or any of that shit lol"
4467,4599,6,0,6,0,1,@REAL_Kaysavage that bitch was going or nawl
11121,11408,3,0,3,0,1,I wonder where all these bitches I got at ?
11434,11727,3,0,3,0,1,I've been sleeping with my mom for the past few weeks and I swear this bitch is having sex dreams or something always moaning in her sleep
12910,13229,3,0,3,0,1,Most them niccas I thought was real tried to derail me!
9482,9742,3,0,3,0,1,Gonna drink and talk about bitches that I've almost had.
1500,1531,3,0,3,0,1,&#8220;@RylannWilliams: @Woodchuck20 @ravenkiann Hahahaha do it bitch! Make her fall in love &#10084;&#10084;&#10084;&#10084;&#10084;&#10084;&#10084;&#8221; should I? &#128514;
20409,20855,3,0,3,0,1,RT @yolythegod: Dick will have bitches selling their own mothers soul.. Inconsistent dick at that. Dick that they know isn't staying.
23548,24040,3,0,3,0,1,aint shit pretty but my bitch and my mama .. anyone can get the drama
8069,8294,3,0,3,0,1,Bitches be like niggas ain't shit ... Naw bitch maybe you just ain't shit
10308,10586,3,0,3,0,1,"I found the ""boom, boom, boom, waaaaay ho"" girl. How the fuck does someone sing for 5 years and not progress at all? http://t.co/o6R9bYT5De"
18873,19291,3,0,3,0,1,"RT @degg: *slow rap voice* that bitch can suck my dick
*faster rapping voice* that bitch can suck my dick"
21145,21601,3,0,3,0,1,Stay witcha nasty little hoes who don't do shit for you.
23843,24340,3,1,2,0,1,fucking queer
4592,4728,3,1,2,0,1,@RyeOrDie because them niggas that told you bitch made &amp; they not real niggas or any kind of real
17676,18076,3,0,3,0,1,RT @TheKingScottyD: Side niggas get pussy and main niggas get arguments
13164,13489,3,0,3,0,1,N I'm so tired of hearing *he wouldn't do it for u * ol bitch he wouldn't have too my people dont play on my end
2797,2865,3,0,3,0,1,@CayMarieee oh bitch but you couldn't answer mine when I needed a paccage delivered to your house ! So Fucc off &#128514;&#128557;
19682,20119,3,0,3,0,1,"RT @milesfan79: #fridayfaves RT @OneBillionBucks This bitch is dressed for church, the club, the gym, and to slay vampires &#128514; http://t.co/l7&#8230;"
22819,23298,3,0,3,0,1,Who the hell is gonna buy your shit when your dirty panties and trash are clearly in the background of the picture
4748,4887,3,1,2,0,1,@Staydelusional I texted u fag
3085,3163,3,1,2,0,1,@Duckin_Fope thats a win right there. any nigga who doesnt partake in that is a faggot. even if they dont smoke.
23872,24369,3,0,3,0,1,got your hoe on the scroll
15742,16110,3,1,2,0,1,RT @JamesAndDaniel: You can only call the Janoskians faggots if you're a Janoskianator
14572,14921,6,0,4,2,1,RT @CaciTeamorDie: I don't wanna be a hoe &#128549;
8365,8595,4,0,3,1,1,"Can't trust every face, bitch you gotta watch em'"
3888,4002,3,1,2,0,1,"@Latrobemark niggahs be like im draggn my nutts in 2 degree weather , out tgere Frozed like a bitch"
20645,21093,3,1,2,0,1,Sean Kingston look like a Facebook dyke http://t.co/OxFbMRTOCs
21805,22271,3,0,3,0,1,These hoes out here be GOIN UP !!!!!!!! But we not at you bitches that's what hoes do !
11036,11320,3,0,3,0,1,I want to paint but faggot won't paint with me...
8095,8320,3,0,3,0,1,Bitches will be bitches.
5900,6068,3,1,2,0,1,@ebgbz1 @RussellTpot This bitch sees that as not an attack because Muslims are only 1% (no idea where he maths)
3583,3679,3,0,2,1,1,"@J_Fritzy @vivaalakatyy @Lompartayy @brotherbill7 @JHuff_5 bitch better back up, Katy's mine"
22921,23401,3,0,3,0,1,Why you talking to hoes about bro nem?! &#128548;
22195,22665,3,0,3,0,1,Time to stunt on these hoes &#128120;&#128536;
16637,17020,3,0,2,1,1,"RT @NickBratton3: I wish my parents bought me a car man..
People bitch about not getting what car they want when they want it, and its free&#8230;"
4900,5044,3,0,3,0,1,@ThatSlutAdrian bitch ask a day off
1425,1455,3,0,3,0,1,"&#8220;@MorganSmith_20: @Luke_Turner_88 so many hoes, that's why&#8221;preach"
21047,21499,3,0,3,0,1,Some of yall gorgeous women ain't so gorgeous when we realize you got a ugly bitch attitude.
14230,14571,3,0,2,1,1,RT @AssPicsandVines: When you rubbing on her booty then start playing with her pussy with ya thumb&#128523; &gt;&gt;&gt;&gt;&gt; http://t.co/JJQ5z1CAhg
20334,20780,3,1,2,0,1,RT @wojtata: @NoneShallPass97 fuck you up fucking skank ass cunt
23034,23517,3,1,2,0,1,"Y'all hoes broke, be stealing from the mall but be flexing"
2867,2937,3,0,3,0,1,@ClutchAction c'mon pussy
23951,24448,3,0,3,0,1,http://t.co/74uLxaf &lt;--this bitch @vewxyz
14725,15077,3,0,3,0,1,"RT @ClintSwiftness: I hate bees man. They be like 
""Buzz buzz bitch"" and I'm like 
""Nah man I ain't done shit to you"""
19773,20213,3,0,3,0,1,RT @o_youmad: You a hoe &#8220;@VillageBae: I just thought you were cute that&#8217;s why I kissed you&#8230;&#8221;
10885,11167,3,0,3,0,1,I should've fought you when I was over there if only I was myself and I haven't popped that talking about u only need two hits bitch please
20352,20798,3,0,3,0,1,"RT @xCaramel_Jonesx: Don't be 32 on here and saying ""all my friends and everyone I know has a baby"". 

Well bitch. Life."
3289,3375,3,0,3,0,1,@GorgeousCamry_ ight bitch ima see u
21098,21551,3,0,3,0,1,Son why is our mail lady so ghetto &#128529;
7692,7909,3,0,3,0,1,"Always wanted to fuck that bitch, thank you god I fucked that bitch"
19371,19800,3,0,3,0,1,RT @john_nesby: &#128514;&#128514;&#128514; I know who Chubb talkin bout lmao definitely not my hoe
3854,3965,3,0,3,0,1,@Kristenbitess is having a birthday so make sure you tell that bitch be happy. &#128526;&#128522; &#127881; &amp; celebrate without drugs &#128683;
19705,20142,6,0,6,0,1,"RT @mobilesuitwaifu: Like these bitches that have green eyed curly haired kids on their IG talking about ""my future child"""
6541,6724,3,0,3,0,1,@laceeybugg bitch if im talker than you then youre short so stfu
14149,14489,3,0,3,0,1,RT @AllKnowA: We all know a bitch boy named Luke
14274,14616,3,0,2,1,1,"RT @BORNhvstler: If I see a bitch coming at me like this , that mean I got 1.2 seconds to get up and get right &#128514;&#128514;&#128514; hoethea sat there http:/&#8230;"
24135,24637,3,0,3,0,1,"kyle im hungry, quit talking and let's go hoe"
2559,2616,3,1,2,0,1,@Barbod6FCB. Wigga wigga wigga wigga wigga
11395,11687,3,0,3,0,1,I'm sorry but why should I care about what bitch my nigga was fucking w before me
21029,21481,3,1,2,0,1,"Some guy at orientation got asked what his top 3 favorite music artists are and the first thing this bitch said was ""Usher""."
18074,18478,3,0,3,0,1,RT @WillyWelfare: Its so damn hot in this bitch
20092,20537,9,2,6,1,1,RT @tailorlamar: yall niggas is hoes.
8193,8420,3,0,3,0,1,Broke bitches that talk shit those the ones that I stunt for &#128526;
13779,14115,3,0,3,0,1,Pedro is a little bitch cause he never DM me.
7850,8070,3,1,2,0,1,Attention one and all. @JordanWright23 just motoroboated my knees. Someone get this jiggaboo some water. She #thirsty.
7620,7835,3,0,3,0,1,All the ratchet hoes on Cecil B
17745,18146,3,0,3,0,1,RT @The_HelenKeller: baddest blind bitch
6425,6608,3,0,3,0,1,@kieffer_jason am going to hurt more then your bitch ass feelings
673,683,3,0,3,0,1,#BestSongToHaveSexTo bitches love sosa #bangbang
23124,23608,3,1,2,0,1,Yeah Chris Brown definitely the realest waffle cone colored nigga of all time for that no bullshit song b that's exactly how I be feelin
4284,4411,3,0,3,0,1,"@NoInfidel33 now kindly fuck off, like you said you were..twice! you sound like a little bitch...bitching! 
FUCKIN STALKER!"
7233,7440,3,0,3,0,1,@upallcamren shutup thirsty hoe
208,210,3,0,3,0,1,"""@PRETTyBOSs_BRAt: We don't love these hoes &#128080;&#128581;"""
6944,7139,3,0,3,0,1,@ronsonsolaqa I love you too pussy.... Lmaooo
23623,24117,3,0,3,0,1,bitch dick too bomb
2153,2198,3,0,3,0,1,*makes a wise argument about the accelerated Warholian notion of celebrity in the era of Vine* *passing teens mock my old wrinkled balls*
22000,22467,3,0,3,0,1,"This bitch said "" which one are you "" Lmaooo I hate her !"
9616,9877,3,0,3,0,1,Had yo main bitch gettin high..
19317,19746,3,1,2,0,1,RT @jakesiwy: @Ryan_Murphy3 http://t.co/i1rnKjMKeU fag
12077,12386,3,1,2,0,1,"Joe Budden always flexin on average twitter niggas wit his pool parties n bitches, the nigga can't compete wit otha rap niggas"
11955,12259,3,1,2,0,1,It's like zero bitches in nap that's gon stick by yo side if you fall off &#128175;
23445,23934,3,1,2,0,1,You was nothing but a dirty whore!!! Fuck you bitch
24037,24534,6,0,6,0,1,"if a bitch don't like me, somethin' wrong wit da bitch"
1662,1697,3,0,3,0,1,&#8220;@___Tamm: @VoiceOfDStreetz cuz you a hoe lol&#8221; cuz you went on your lil rant on me man!
4,4,6,0,6,0,1,!!!!!!!!!!!!! RT @ShenikaRoberts: The shit you hear about me might be true or it might be faker than the bitch who told it to ya &#57361;
19745,20184,3,1,2,0,1,RT @nhalegood: When hoes feel like their photo didnt get enough favorites http://t.co/Gi3xXzBbq9
24532,25039,3,0,3,0,1,then yall tweet about not trusting hoes like that shit ain't common sense already
3379,3466,3,0,3,0,1,@HippieProblemz pussy poppin on a headstand while ur eating watermelon
5107,5259,3,0,3,0,1,@WBeezy_ call out bitch
10345,10623,3,0,3,0,1,I got a cousin thats rollin ... Got a bitch in tha hoovers
5050,5200,6,0,6,0,1,@TrustNunBut100s aight bet we in that bitch too
13421,13752,3,0,3,0,1,Nobody should ever have sex with a dirty dick or pussy. That says a lot about you if you fuck em knowing they smell like chitlings
18122,18527,3,0,3,0,1,"RT @YABOYLILB: THE FUCK YOU LOOKING AT BITCH! SWERVE

*puts heelys into full gear*

*glides past the bitches*"
17677,18077,3,0,3,0,1,RT @TheKitchensHeat: Don't beef over no bitch..
11486,11779,3,0,2,1,1,If California Chrome doesn't go off at even money or better I might flip a trash can over I mean damn can I get 6-5? Oh the humanity!
14955,15311,3,0,2,1,1,RT @Dcowboys2188: I love dez but right now he's trash right now weeden there's others that are open
24072,24573,6,0,6,0,1,im watching you're next and this bitch just tried running outside and got her neck sliced
12596,12909,3,1,2,0,1,Lol bitch u a has been
16135,16505,3,1,2,0,1,"RT @LalaCoutureeXO: ""if your gf/bf don't like or talk to that bitch/nigga, YOU don't talk to that bitch/nigga!"""
10776,11057,6,1,5,0,1,I need a bitch to drop it down for me lol
20218,20663,3,0,3,0,1,RT @trapgodcon: Squad up bitch nigga @Ride907 @terryak907 @thomas_olmstead http://t.co/g3BoK10PjZ
23696,24190,3,0,3,0,1,"but i do know one thing though, bitches they come they go, Saturday through Sunday monday, monday through sunday yooooo #superman"
6068,6243,3,0,3,0,1,@harmon_lauren being a stupid bitch apparently.
18678,19092,3,1,2,0,1,RT @bonita_kayla: all bitches wanna do is beef over niggas &#58382; grow tf up a get ya priorities straight &#57933;&#58167;
11134,11421,3,0,2,1,1,I would never hit a woman but I would slap a hoe
19335,19764,3,0,3,0,1,RT @jballinbutts420: @Jamie_Caudillo you're retarded enough to be both. But atleast I have a date to bring you on for your birthday&#10084;&#65039;&#128535;
15071,15428,3,0,2,1,1,RT @Duckin_Fope: &lt;----- not buying bitches vehicles
1030,1053,3,0,3,0,1,&#128553;&#128514; RT @willieBEAMINN: @_VinChi3 bitches they get bat or sumn *ak voice*
24292,24796,3,0,3,0,1,"none of them 3 bitches look like dey ca boil a egg, but working at buds broiler...."
19892,20333,3,1,2,0,1,RT @rarebreedkena: shoutout to @OGMaco bitch you guessed it remix shit is &#128293;&#128293;&#128293;
20173,20618,3,0,3,0,1,"RT @theyLOVEblaq_: joseline did not sneak athea , if a bitch you dont like coming at you like that &amp; you still sit yo ass onnat couch THATS&#8230;"
4116,4238,3,0,3,0,1,@MikeyDJaro haha 1. I would go for the S 2. Those fag colors are reserved for @JoeyTaormina
17473,17870,3,0,3,0,1,RT @SukMySweetness: He rip that bitch &#128175;
23762,24256,3,0,2,1,1,do they even make dresses any more that have straps &amp; cover your ass? Some of us have no tits &amp; a big ass. I will settle for a trash bag
22290,22761,3,0,3,0,1,Turn it up with ma down bitch &#128076;
7508,7722,3,0,3,0,1,After the leg workout I was put through today walking up the stairs is a straight up bitch! #ouch
23958,24455,3,0,3,0,1,http://t.co/bPU86qzYFt Evilyn Fierce &#8211; Naughty girl next door pummels her pussy with a purple&#160;toy http://t.co/EtBMz8EzAO
11566,11860,3,0,3,0,1,"If she aint talkin to you , then who she talking to ? Cus you know bitches cant stop talking #TrustIssues"
3517,3611,3,0,3,0,1,@IsaidNick @aknadnrye give me credit lil bitch
16519,16898,3,0,3,0,1,RT @MrFourTwentyy: Now when a bitch try to suck the strap that's when she getting kicked out
5631,5792,3,0,3,0,1,@bm00re43 bitches naked**
12316,12628,3,0,2,1,1,"Lasted year i cuffed that bitch , Well now its over !"
4679,4817,3,1,2,0,1,@ShainaRakia doubt it cause a bitch aint nothing but a nigga downfall
18422,18831,3,0,3,0,1,"RT @_aleahmonique: &#128079;""@WhitDAWGem_: Real bitches who really hungry won't be out here arguing with bitches on twitter straight flexin"""
8982,9231,3,0,3,0,1,Every nigga tryna fuck the next nigga bitch but not knowing his bitch is the next nigga bitch
19270,19699,3,0,3,0,1,RT @ispeak_sarcasms: the nigga with no future always have the most hoes..
12602,12915,3,0,3,0,1,Lol hell naw fuck dat one swing all swing bitch one gone get punch then the rest gone get punched tf out lmao
1531,1565,3,0,3,0,1,"&#8220;@Stamp_Denise: @DJsir_freshley it's almost been 10 yrs. You haven't had ONE gf since, u just been fckn hoes huh.&#8221; http://t.co/9BGr2766k8"
5817,5983,3,0,3,0,1,@davegetnmoney my phone's doin da pussy right now lol
16987,17377,3,0,3,0,1,RT @RIPvuhsace: I deadass took this after i ate a darkskin bitch pussy the other day #NeverAgain http://t.co/IZFLyUDuGS
10894,11176,3,0,3,0,1,I snorted shit with more girls in my presence than a dude lmao coke head bitches..
3098,3176,3,0,3,0,1,@EaglesandHeat @Bpfillherup @SoleUniv nigga you done bumped yo head. Li nings fire but Kobe 9 Elite golds are trash!? http://t.co/NaadECTQAk
7091,7289,3,1,2,0,1,@stevennn17 lmao not even bro if a girl a thottie keep it simple call her a hoe
22218,22688,3,0,3,0,1,Told her like... it's 90 degrees out this bitch and I'm walkin in jeans (it was like 70 when we got there) like apostles. Shit don't add up.
5071,5221,3,1,2,0,1,@UberFacts eat yo pickles bitches!
17101,17491,3,0,3,0,1,RT @RickyScamp: The best way to avoid a tsunami of extramarital pussy is to wear sneakers on your daily commute. Also using the word sneake&#8230;
17844,18246,3,0,3,0,1,"RT @TriggaTrav187: @Im_Yung_Jay working on diz music, be in studio soon nicca"
7721,7939,3,0,3,0,1,And I've had enough. Unfollowing dat ass bitch
20720,21169,3,0,3,0,1,"She come to visit and the pussy too good, she gotta move to the city within 3 months after yall first fuck or it ain't gon work."
441,447,3,1,2,0,1,"""Eat the pussy like a real nigga hungry"""
4361,4489,3,0,3,0,1,@Oskzilla not fair! You're still a faggot -.-
8208,8435,3,0,3,0,1,Bruh this niggah always falls asleep ! &#128530;&#128529;
5568,5727,3,0,3,0,1,@b_shiznitt cum thru bitch
10737,11018,3,0,3,0,1,I love when the pussy smacking an it sound like u mixing spaghetti&#128541;
1562,1596,3,0,3,0,1,&#8220;@TheManOnCampus: &#8220;@VSamone: @5HAWTYYY smoking skating twerking&#8221;I'm innat hoe&#8221;yas
14912,15268,3,0,3,0,1,RT @DamianSHughes: &#8220;@G_Verch: Damn I hate being a huge pussy&#8221;
1908,1947,4,1,3,0,1,&#8220;@souljaboy: K Michelle pussy smell like shit&#8221; &#128064;&#128514;&#128514;&#128514;
12154,12463,3,0,3,0,1,Just saw a lady that looks like honey boo boos mom. Goddamn that bitch is ugly.
11982,12286,3,0,3,0,1,It's the 21st century ladies SPOIL YOUR MAN. don't be a snotty stuck up bitch.
8161,8388,3,0,3,0,1,Boy! &#128514;&#128514;&#128514; RT @jwill252: Some hoes be setting themselves up for failure shit be so funny!! I'm sleep tho &#128526;&#128526;&#128514;&#128514; http://t.co/aixoa7M7bT
9920,10191,3,0,3,0,1,How filthy of a cunt is @DanaBashCNN to pretend that Obama threatening amnesty is not vastly more egregious than Boehner on Obamacare? #tcot
8080,8305,3,1,2,0,1,"Bitches complain about they baby daddies not being shit, but bitch you KNEW he wasn't shit you didn't HAVE to keep that baby you CHOSE to &#9995;&#128514;"
21272,21733,3,0,3,0,1,Take off you fucking hoser!
12253,12564,3,0,2,1,1,"Know why birds don't wear pants?
Cause their pecker's in the way"
21668,22131,3,0,3,0,1,Then i fuck yo bitch
18206,18611,3,1,2,0,1,RT @YungRajee: Ladies listen NO nigga wants to settle down at a young age. All you bitches crying about being single now will be wifed in 1&#8230;
533,542,3,0,3,0,1,"""Niggas always yelling ""Fuck bitches, Get money"" meanwhile they're broke and still want the bitches&#8230;."""
5692,5855,3,1,2,0,1,@carlybutler96 just texted yea queer bait &#128536;
